@relation 'CarEvaluation-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N15-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-9-S1-seed1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute hidden_unit_12output numeric
@attribute hidden_unit_13output numeric
@attribute hidden_unit_14output numeric
@attribute eval {unacc,acc,good,vgood}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0.008548,0.009384,0.028405,0.090387,0.008769,0.83364,0.990135,0.269386,0.034838,0.900308,0.006077,0.063515,0.089549,0.982148,0.183963,acc,cluster0
0.008547,0.724012,0.028403,0.090386,0.008768,0.833634,0.012494,0.269406,0.034835,0.9003,0.006078,0.06351,0.08954,0.876496,0.99078,unacc,cluster0
0.008547,0.985019,0.0284,0.090384,0.008767,0.833624,0.012492,0.26941,0.034834,0.900303,0.006077,0.063511,0.089549,0.876497,0.022992,acc,cluster0
0.008548,0.009384,0.028402,0.090386,0.008768,0.833653,0.012494,0.269407,0.034836,0.90031,0.006077,0.063517,0.08954,0.876486,0.183993,acc,cluster0
0.985326,0.724057,0.920372,0.090399,0.008768,0.967967,0.709882,0.998192,0.03498,0.900298,0.006078,0.063508,0.089522,0.014591,0.990779,unacc,cluster0
0.985325,0.985022,0.920366,0.090398,0.008768,0.967965,0.709849,0.998192,0.034979,0.9003,0.006078,0.063509,0.089532,0.014592,0.022989,unacc,cluster0
0.985327,0.009386,0.92037,0.090399,0.008768,0.967972,0.70988,0.998192,0.034981,0.900308,0.006077,0.063515,0.089522,0.01459,0.183975,unacc,cluster0
0.985324,0.724036,0.920384,0.090397,0.008769,0.967966,0.990136,0.998192,0.034983,0.900303,0.006079,0.063504,0.089535,0.982151,0.990778,unacc,cluster0
0.985324,0.985021,0.920378,0.090396,0.008769,0.967963,0.990134,0.998192,0.034982,0.900306,0.006078,0.063504,0.089544,0.982151,0.022987,unacc,cluster0
0.985325,0.009385,0.920382,0.090397,0.00877,0.96797,0.990135,0.998192,0.034985,0.900313,0.006078,0.06351,0.089535,0.982149,0.183958,unacc,cluster0
0.985325,0.724026,0.920375,0.090396,0.008769,0.967969,0.012495,0.998192,0.034981,0.900305,0.006078,0.063506,0.089526,0.876502,0.990779,unacc,cluster0
0.985325,0.98502,0.920369,0.090395,0.008769,0.967966,0.012493,0.998192,0.034981,0.900307,0.006078,0.063506,0.089535,0.876502,0.022991,unacc,cluster0
0.985326,0.009384,0.920373,0.090396,0.008769,0.967973,0.012495,0.998192,0.034983,0.900315,0.006077,0.063513,0.089526,0.876492,0.183988,unacc,cluster0
0.675922,0.724032,0.920359,0.090407,0.008766,0.007845,0.70987,0.998192,0.034982,0.900297,0.006078,0.06351,0.089524,0.014592,0.990778,unacc,cluster0
0.675918,0.985021,0.920354,0.090405,0.008766,0.007844,0.709838,0.998192,0.034982,0.900299,0.006077,0.06351,0.089533,0.014592,0.022989,unacc,cluster0
0.67594,0.009385,0.920358,0.090407,0.008766,0.007846,0.709868,0.998192,0.034984,0.900306,0.006077,0.063516,0.089523,0.01459,0.183973,acc,cluster0
0.675902,0.724011,0.920371,0.090405,0.008767,0.007844,0.990135,0.998192,0.034985,0.900302,0.006078,0.063505,0.089537,0.982151,0.990777,unacc,cluster0
0.675898,0.985019,0.920366,0.090403,0.008767,0.007844,0.990133,0.998192,0.034985,0.900304,0.006077,0.063505,0.089546,0.982151,0.022986,acc,cluster0
0.67592,0.009384,0.92037,0.090405,0.008767,0.007845,0.990135,0.998192,0.034987,0.900312,0.006077,0.063512,0.089536,0.982149,0.183955,acc,cluster0
0.675914,0.724001,0.920362,0.090404,0.008766,0.007845,0.012494,0.998192,0.034984,0.900304,0.006078,0.063507,0.089528,0.876503,0.990779,unacc,cluster0
0.67591,0.985018,0.920357,0.090402,0.008766,0.007845,0.012492,0.998192,0.034983,0.900306,0.006077,0.063507,0.089537,0.876503,0.022991,acc,cluster0
0.675932,0.009383,0.920361,0.090404,0.008767,0.007846,0.012494,0.998192,0.034986,0.900313,0.006077,0.063514,0.089527,0.876493,0.183986,acc,cluster0
0.008547,0.72404,0.920358,0.090389,0.008767,0.833636,0.709885,0.998192,0.034976,0.900289,0.006079,0.063509,0.089518,0.014591,0.990778,unacc,cluster0
0.008547,0.985021,0.920352,0.090387,0.008767,0.833626,0.709853,0.998192,0.034976,0.900291,0.006078,0.06351,0.089527,0.014591,0.022989,unacc,cluster0
0.008548,0.009385,0.920356,0.090389,0.008767,0.833655,0.709883,0.998192,0.034978,0.900298,0.006078,0.063516,0.089518,0.01459,0.183972,acc,cluster0
0.008547,0.724019,0.92037,0.090387,0.008768,0.833628,0.990136,0.998192,0.03498,0.900294,0.006079,0.063505,0.089531,0.98215,0.990777,unacc,cluster0
0.008546,0.98502,0.920364,0.090385,0.008768,0.833618,0.990134,0.998192,0.034979,0.900296,0.006078,0.063505,0.08954,0.98215,0.022986,acc,cluster0
0.008547,0.009384,0.920368,0.090387,0.008768,0.833648,0.990136,0.998192,0.034981,0.900304,0.006078,0.063511,0.089531,0.982149,0.183955,acc,cluster0
0.008547,0.724009,0.920361,0.090386,0.008767,0.833641,0.012495,0.998192,0.034978,0.900296,0.006079,0.063507,0.089522,0.876498,0.990779,unacc,cluster0
0.008547,0.985019,0.920355,0.090384,0.008767,0.833631,0.012493,0.998192,0.034977,0.900298,0.006078,0.063507,0.089531,0.876499,0.022991,acc,cluster0
0.008548,0.009384,0.920359,0.090386,0.008768,0.83366,0.012495,0.998192,0.03498,0.900305,0.006078,0.063514,0.089522,0.876489,0.183985,acc,cluster0
0.985326,0.724072,0.028513,0.976104,0.008769,0.967971,0.709884,0.998193,0.932272,0.90033,0.006079,0.9623,0.089534,0.014591,0.990779,unacc,cluster3
0.985325,0.985024,0.028511,0.976103,0.008769,0.967969,0.709851,0.998193,0.932271,0.900332,0.006078,0.9623,0.089543,0.014591,0.02299,unacc,cluster3
0.985327,0.009386,0.028513,0.976104,0.008769,0.967976,0.709882,0.998193,0.932275,0.90034,0.006078,0.962304,0.089533,0.01459,0.183976,unacc,cluster3
0.985324,0.724052,0.028518,0.976103,0.00877,0.96797,0.990136,0.998193,0.932278,0.900335,0.006079,0.962297,0.089546,0.98215,0.990778,unacc,cluster3
0.985324,0.985022,0.028516,0.976103,0.00877,0.967967,0.990134,0.998193,0.932277,0.900338,0.006078,0.962297,0.089556,0.982151,0.022987,unacc,cluster3
0.985325,0.009386,0.028517,0.976103,0.008771,0.967974,0.990136,0.998193,0.932281,0.900345,0.006078,0.962301,0.089546,0.982149,0.183958,unacc,cluster3
0.985325,0.724042,0.028514,0.976103,0.00877,0.967973,0.012495,0.998193,0.932275,0.900337,0.006079,0.962299,0.089537,0.8765,0.990779,unacc,cluster3
0.985325,0.985021,0.028512,0.976103,0.008769,0.96797,0.012493,0.998193,0.932274,0.900339,0.006078,0.962299,0.089547,0.8765,0.022991,unacc,cluster3
0.985326,0.009385,0.028514,0.976103,0.00877,0.967977,0.012495,0.998193,0.932278,0.900347,0.006078,0.962303,0.089537,0.87649,0.183989,unacc,cluster3
0.675921,0.724047,0.028509,0.976106,0.008767,0.007846,0.709872,0.998193,0.932276,0.900329,0.006078,0.962301,0.089535,0.014591,0.990779,unacc,cluster3
0.675917,0.985022,0.028507,0.976106,0.008766,0.007845,0.70984,0.998193,0.932275,0.900331,0.006077,0.962301,0.089544,0.014591,0.022989,acc,cluster3
0.675939,0.009385,0.028508,0.976106,0.008767,0.007847,0.70987,0.998193,0.932279,0.900339,0.006077,0.962305,0.089534,0.01459,0.183974,acc,cluster3
0.675901,0.724027,0.028513,0.976106,0.008768,0.007845,0.990135,0.998193,0.932282,0.900334,0.006078,0.962298,0.089548,0.982151,0.990777,unacc,cluster3
0.675897,0.98502,0.028511,0.976105,0.008768,0.007845,0.990134,0.998193,0.932281,0.900337,0.006078,0.962298,0.089557,0.982151,0.022986,acc,cluster3
0.675919,0.009384,0.028512,0.976105,0.008768,0.007846,0.990135,0.998193,0.932285,0.900344,0.006078,0.962302,0.089547,0.982149,0.183956,acc,cluster3
0.675913,0.724017,0.02851,0.976105,0.008767,0.007846,0.012494,0.998193,0.93228,0.900336,0.006078,0.962299,0.089539,0.876501,0.990779,unacc,cluster3
0.675909,0.985019,0.028508,0.976105,0.008767,0.007846,0.012492,0.998193,0.932278,0.900338,0.006077,0.9623,0.089548,0.876501,0.022991,acc,cluster3
0.675931,0.009384,0.028509,0.976105,0.008768,0.007847,0.012494,0.998193,0.932283,0.900346,0.006077,0.962304,0.089538,0.876491,0.183986,vgood,cluster3
0.008547,0.724056,0.028508,0.976101,0.008768,0.833654,0.709887,0.998193,0.932265,0.900321,0.006079,0.962301,0.089529,0.014591,0.990779,unacc,cluster3
0.008547,0.985022,0.028506,0.9761,0.008768,0.833644,0.709855,0.998193,0.932264,0.900323,0.006078,0.962301,0.089539,0.014591,0.022989,unacc,cluster3
0.008548,0.009386,0.028507,0.976101,0.008768,0.833673,0.709885,0.998193,0.932268,0.900331,0.006078,0.962305,0.089529,0.014589,0.183973,unacc,cluster3
0.008547,0.724035,0.028512,0.9761,0.008769,0.833646,0.990136,0.998193,0.932271,0.900326,0.006079,0.962298,0.089542,0.98215,0.990777,unacc,cluster3
0.008546,0.985021,0.02851,0.9761,0.008769,0.833636,0.990134,0.998193,0.93227,0.900329,0.006078,0.962298,0.089551,0.98215,0.022986,acc,cluster3
0.008547,0.009385,0.028512,0.9761,0.008769,0.833666,0.990136,0.998193,0.932274,0.900336,0.006078,0.962302,0.089542,0.982148,0.183956,acc,cluster3
0.008547,0.724025,0.028509,0.9761,0.008768,0.833659,0.012495,0.998193,0.932269,0.900328,0.006079,0.962299,0.089533,0.876496,0.990779,unacc,cluster3
0.008547,0.98502,0.028507,0.9761,0.008768,0.833649,0.012493,0.998193,0.932268,0.90033,0.006078,0.962299,0.089542,0.876497,0.022991,acc,cluster3
0.008548,0.009384,0.028508,0.9761,0.008769,0.833678,0.012495,0.998193,0.932272,0.900338,0.006078,0.962303,0.089533,0.876487,0.183986,vgood,cluster3
0.985323,0.72408,0.920111,0.976102,0.008768,0.967967,0.709853,0.268546,0.932064,0.900321,0.006079,0.962297,0.089539,0.014589,0.990778,unacc,cluster3
0.985323,0.985024,0.920105,0.976101,0.008768,0.967965,0.709821,0.26855,0.932063,0.900324,0.006078,0.962297,0.089548,0.014589,0.022989,unacc,cluster3
0.985324,0.009387,0.920109,0.976101,0.008768,0.967971,0.709851,0.268546,0.932067,0.900331,0.006078,0.962301,0.089538,0.014587,0.183971,unacc,cluster3
0.985322,0.724059,0.920123,0.976101,0.008769,0.967965,0.990134,0.268527,0.93207,0.900327,0.006079,0.962294,0.089552,0.982147,0.990777,unacc,cluster3
0.985322,0.985023,0.920117,0.9761,0.008769,0.967963,0.990133,0.268531,0.932069,0.900329,0.006078,0.962294,0.089561,0.982147,0.022986,unacc,cluster3
0.985323,0.009386,0.920121,0.976101,0.00877,0.967969,0.990134,0.268528,0.932073,0.900336,0.006078,0.962298,0.089551,0.982146,0.183953,unacc,cluster3
0.985323,0.724049,0.920114,0.976101,0.008769,0.967968,0.012493,0.268548,0.932067,0.900328,0.006079,0.962295,0.089542,0.87648,0.990779,unacc,cluster3
0.985322,0.985022,0.920108,0.9761,0.008769,0.967966,0.012491,0.268552,0.932066,0.900331,0.006078,0.962295,0.089552,0.876481,0.022991,unacc,cluster3
0.985324,0.009385,0.920112,0.976101,0.008769,0.967972,0.012493,0.268549,0.93207,0.900338,0.006078,0.962299,0.089542,0.876471,0.183984,unacc,cluster3
0.675886,0.724055,0.920099,0.976104,0.008766,0.007845,0.709842,0.268565,0.932068,0.90032,0.006078,0.962298,0.08954,0.014589,0.990778,unacc,cluster3
0.675882,0.985022,0.920093,0.976103,0.008766,0.007844,0.709809,0.268569,0.932067,0.900322,0.006077,0.962298,0.089549,0.014589,0.022988,acc,cluster3
0.675903,0.009386,0.920097,0.976104,0.008766,0.007846,0.70984,0.268565,0.932071,0.90033,0.006077,0.962302,0.089539,0.014587,0.183968,acc,cluster3
0.675865,0.724034,0.920111,0.976103,0.008767,0.007844,0.990134,0.268547,0.932074,0.900325,0.006078,0.962295,0.089553,0.982147,0.990777,unacc,cluster3
0.675862,0.985021,0.920105,0.976103,0.008767,0.007844,0.990132,0.26855,0.932073,0.900328,0.006078,0.962295,0.089562,0.982148,0.022986,acc,cluster3
0.675883,0.009385,0.920109,0.976103,0.008767,0.007845,0.990134,0.268547,0.932077,0.900335,0.006077,0.962299,0.089552,0.982146,0.18395,acc,cluster3
0.675878,0.724024,0.920102,0.976103,0.008766,0.007845,0.012492,0.268568,0.932072,0.900327,0.006078,0.962296,0.089544,0.876481,0.990779,unacc,cluster3
0.675874,0.98502,0.920096,0.976102,0.008766,0.007844,0.01249,0.268571,0.93207,0.900329,0.006077,0.962296,0.089553,0.876482,0.02299,acc,cluster3
0.675895,0.009384,0.9201,0.976103,0.008767,0.007846,0.012492,0.268568,0.932075,0.900337,0.006077,0.9623,0.089543,0.876472,0.183981,vgood,cluster3
0.008546,0.724063,0.920097,0.976099,0.008767,0.833633,0.709857,0.268564,0.932057,0.900312,0.006079,0.962297,0.089534,0.014588,0.990778,unacc,cluster3
0.008546,0.985023,0.920091,0.976098,0.008767,0.833623,0.709824,0.268568,0.932056,0.900314,0.006078,0.962297,0.089544,0.014588,0.022988,acc,cluster3
0.008547,0.009386,0.920095,0.976099,0.008767,0.833652,0.709855,0.268564,0.93206,0.900322,0.006078,0.962301,0.089534,0.014587,0.183968,acc,cluster3
0.008545,0.724042,0.920109,0.976098,0.008768,0.833626,0.990134,0.268546,0.932063,0.900317,0.006079,0.962294,0.089547,0.982147,0.990777,unacc,cluster3
0.008545,0.985021,0.920103,0.976098,0.008768,0.833615,0.990133,0.268549,0.932062,0.90032,0.006078,0.962295,0.089557,0.982147,0.022986,acc,cluster3
0.008546,0.009385,0.920107,0.976098,0.008768,0.833645,0.990134,0.268546,0.932066,0.900327,0.006078,0.962299,0.089547,0.982145,0.18395,vgood,cluster3
0.008546,0.724032,0.9201,0.976098,0.008767,0.833638,0.012493,0.268567,0.932061,0.900319,0.006079,0.962296,0.089538,0.876477,0.990779,unacc,cluster3
0.008546,0.985021,0.920094,0.976097,0.008767,0.833628,0.012491,0.26857,0.932059,0.900321,0.006078,0.962296,0.089547,0.876478,0.02299,acc,cluster3
0.008546,0.009385,0.920098,0.976098,0.008768,0.833657,0.012493,0.268567,0.932064,0.900329,0.006078,0.9623,0.089538,0.876467,0.183981,vgood,cluster3
0.985326,0.724076,0.028409,0.976104,0.00877,0.967971,0.709883,0.269392,0.034842,0.90033,0.006079,0.9623,0.089546,0.014591,0.990779,unacc,cluster3
0.985326,0.985024,0.028407,0.976104,0.008769,0.967968,0.709851,0.269396,0.034841,0.900332,0.006078,0.9623,0.089555,0.014591,0.02299,unacc,cluster3
0.985327,0.009387,0.028409,0.976104,0.00877,0.967975,0.709881,0.269392,0.034843,0.900339,0.006078,0.962304,0.089546,0.01459,0.183979,unacc,cluster3
0.985325,0.724055,0.028414,0.976103,0.008771,0.967969,0.990136,0.269374,0.034845,0.900335,0.006079,0.962297,0.089559,0.982151,0.990778,unacc,cluster3
0.985324,0.985022,0.028412,0.976103,0.008771,0.967967,0.990134,0.269377,0.034844,0.900337,0.006078,0.962297,0.089568,0.982151,0.022987,unacc,cluster3
0.985326,0.009386,0.028413,0.976103,0.008771,0.967973,0.990135,0.269374,0.034846,0.900345,0.006078,0.962301,0.089558,0.982149,0.183961,unacc,cluster3
0.985325,0.724045,0.02841,0.976103,0.00877,0.967972,0.012495,0.269395,0.034843,0.900337,0.006079,0.962299,0.08955,0.876501,0.99078,unacc,cluster3
0.985325,0.985022,0.028408,0.976103,0.00877,0.967969,0.012493,0.269398,0.034843,0.900339,0.006078,0.962299,0.089559,0.876501,0.022992,unacc,cluster3
0.985327,0.009385,0.02841,0.976103,0.008771,0.967976,0.012495,0.269395,0.034845,0.900346,0.006078,0.962303,0.089549,0.876491,0.183992,unacc,cluster3
0.675926,0.724051,0.028405,0.976106,0.008767,0.007846,0.709872,0.269412,0.034844,0.900328,0.006078,0.962301,0.089547,0.014591,0.990779,unacc,cluster3
0.675923,0.985022,0.028403,0.976106,0.008767,0.007845,0.709839,0.269415,0.034843,0.900331,0.006077,0.962301,0.089557,0.014592,0.022989,acc,cluster3
0.675944,0.009385,0.028404,0.976106,0.008768,0.007847,0.70987,0.269412,0.034846,0.900338,0.006077,0.962305,0.089547,0.01459,0.183976,acc,cluster3
0.675906,0.72403,0.028409,0.976106,0.008769,0.007845,0.990135,0.269393,0.034847,0.900334,0.006078,0.962298,0.08956,0.982151,0.990778,unacc,cluster3
0.675902,0.98502,0.028407,0.976105,0.008768,0.007845,0.990133,0.269397,0.034847,0.900336,0.006078,0.962298,0.089569,0.982151,0.022987,acc,cluster3
0.675924,0.009384,0.028409,0.976106,0.008769,0.007846,0.990135,0.269393,0.034849,0.900343,0.006077,0.962302,0.08956,0.982149,0.183958,vgood,cluster3
0.675918,0.72402,0.028406,0.976105,0.008768,0.007846,0.012494,0.269414,0.034846,0.900335,0.006078,0.962299,0.089551,0.876502,0.990779,unacc,cluster3
0.675915,0.98502,0.028404,0.976105,0.008768,0.007845,0.012492,0.269418,0.034845,0.900338,0.006077,0.9623,0.08956,0.876503,0.022991,acc,cluster3
0.675936,0.009384,0.028405,0.976105,0.008769,0.007847,0.012494,0.269414,0.034847,0.900345,0.006077,0.962304,0.089551,0.876492,0.183989,vgood,cluster3
0.008548,0.724059,0.028404,0.976101,0.008768,0.83365,0.709887,0.26941,0.034838,0.90032,0.006079,0.962301,0.089542,0.014591,0.990779,unacc,cluster3
0.008547,0.985023,0.028402,0.976101,0.008768,0.83364,0.709854,0.269414,0.034838,0.900323,0.006078,0.962301,0.089551,0.014591,0.022989,acc,cluster3
0.008548,0.009386,0.028403,0.976101,0.008769,0.833669,0.709885,0.269411,0.03484,0.90033,0.006078,0.962305,0.089541,0.01459,0.183976,acc,cluster3
0.008547,0.724038,0.028409,0.976101,0.00877,0.833643,0.990136,0.269392,0.034841,0.900326,0.006079,0.962298,0.089555,0.98215,0.990778,unacc,cluster3
0.008547,0.985021,0.028406,0.9761,0.008769,0.833632,0.990134,0.269396,0.034841,0.900328,0.006078,0.962298,0.089564,0.98215,0.022987,acc,cluster3
0.008548,0.009385,0.028408,0.9761,0.00877,0.833662,0.990136,0.269392,0.034843,0.900335,0.006078,0.962302,0.089554,0.982148,0.183958,vgood,cluster3
0.008547,0.724028,0.028405,0.9761,0.008769,0.833655,0.012495,0.269413,0.03484,0.900327,0.006079,0.962299,0.089546,0.876497,0.990779,unacc,cluster3
0.008547,0.98502,0.028403,0.9761,0.008769,0.833645,0.012493,0.269417,0.034839,0.90033,0.006078,0.962299,0.089555,0.876498,0.022991,acc,cluster3
0.008548,0.009384,0.028404,0.9761,0.00877,0.833675,0.012495,0.269413,0.034841,0.900337,0.006078,0.962303,0.089545,0.876488,0.183989,vgood,cluster3
0.985326,0.724073,0.920379,0.976104,0.008769,0.967972,0.709895,0.998192,0.034985,0.900325,0.00608,0.962298,0.089528,0.014592,0.990778,unacc,cluster3
0.985325,0.985024,0.920373,0.976104,0.008769,0.96797,0.709863,0.998192,0.034984,0.900327,0.006079,0.962298,0.089537,0.014592,0.022989,unacc,cluster3
0.985327,0.009387,0.920377,0.976104,0.00877,0.967977,0.709894,0.998192,0.034987,0.900335,0.006079,0.962302,0.089527,0.01459,0.18397,unacc,cluster3
0.985324,0.724053,0.920391,0.976103,0.008771,0.967971,0.990136,0.998192,0.034988,0.90033,0.00608,0.962295,0.089541,0.982151,0.990777,unacc,cluster3
0.985324,0.985022,0.920385,0.976103,0.00877,0.967968,0.990135,0.998192,0.034988,0.900333,0.006079,0.962295,0.08955,0.982151,0.022986,unacc,cluster3
0.985325,0.009386,0.920389,0.976103,0.008771,0.967975,0.990136,0.998192,0.03499,0.90034,0.006079,0.962299,0.08954,0.982149,0.183953,unacc,cluster3
0.985325,0.724043,0.920381,0.976103,0.00877,0.967973,0.012495,0.998192,0.034987,0.900332,0.00608,0.962296,0.089532,0.876503,0.990779,unacc,cluster3
0.985325,0.985021,0.920376,0.976103,0.00877,0.967971,0.012494,0.998192,0.034986,0.900334,0.006079,0.962297,0.089541,0.876504,0.022991,unacc,cluster3
0.985326,0.009385,0.92038,0.976103,0.008771,0.967978,0.012495,0.998192,0.034988,0.900342,0.006079,0.962301,0.089531,0.876494,0.183983,unacc,cluster3
0.675921,0.724048,0.920366,0.976106,0.008767,0.007846,0.709884,0.998192,0.034987,0.900324,0.006079,0.962299,0.089529,0.014592,0.990778,unacc,cluster3
0.675917,0.985022,0.920361,0.976106,0.008767,0.007845,0.709851,0.998192,0.034987,0.900326,0.006078,0.962299,0.089538,0.014592,0.022988,acc,cluster3
0.675939,0.009385,0.920364,0.976106,0.008768,0.007847,0.709882,0.998192,0.034989,0.900333,0.006078,0.962303,0.089529,0.014591,0.183968,acc,cluster3
0.675901,0.724028,0.920378,0.976106,0.008768,0.007846,0.990136,0.998192,0.034991,0.900329,0.006079,0.962296,0.089542,0.982151,0.990777,unacc,cluster3
0.675897,0.98502,0.920373,0.976105,0.008768,0.007845,0.990134,0.998192,0.03499,0.900332,0.006078,0.962296,0.089551,0.982151,0.022986,acc,cluster3
0.675919,0.009384,0.920376,0.976105,0.008769,0.007847,0.990136,0.998192,0.034992,0.900339,0.006078,0.9623,0.089542,0.98215,0.18395,vgood,cluster3
0.675913,0.724018,0.920369,0.976105,0.008768,0.007846,0.012495,0.998192,0.034989,0.900331,0.006079,0.962297,0.089533,0.876504,0.990779,unacc,cluster3
0.675909,0.98502,0.920364,0.976105,0.008768,0.007846,0.012493,0.998193,0.034989,0.900333,0.006078,0.962298,0.089542,0.876505,0.02299,acc,cluster3
0.675931,0.009384,0.920367,0.976105,0.008768,0.007847,0.012495,0.998192,0.034991,0.90034,0.006078,0.962301,0.089533,0.876495,0.183981,vgood,cluster3
0.008547,0.724057,0.920365,0.976101,0.008768,0.833657,0.709899,0.998192,0.034982,0.900316,0.00608,0.962299,0.089524,0.014591,0.990778,unacc,cluster3
0.008547,0.985022,0.920359,0.976101,0.008768,0.833647,0.709866,0.998192,0.034981,0.900318,0.006079,0.962299,0.089533,0.014591,0.022988,acc,cluster3
0.008548,0.009386,0.920363,0.976101,0.008769,0.833677,0.709897,0.998192,0.034983,0.900325,0.006079,0.962303,0.089523,0.01459,0.183968,acc,cluster3
0.008547,0.724036,0.920377,0.9761,0.008769,0.83365,0.990136,0.998192,0.034985,0.900321,0.00608,0.962296,0.089537,0.98215,0.990777,unacc,cluster3
0.008546,0.985021,0.920371,0.9761,0.008769,0.83364,0.990135,0.998192,0.034984,0.900324,0.006079,0.962296,0.089546,0.982151,0.022986,acc,cluster3
0.008547,0.009385,0.920375,0.9761,0.00877,0.833669,0.990136,0.998192,0.034986,0.900331,0.006079,0.9623,0.089536,0.982149,0.18395,vgood,cluster3
0.008547,0.724026,0.920367,0.9761,0.008769,0.833662,0.012496,0.998192,0.034983,0.900323,0.00608,0.962297,0.089528,0.8765,0.990779,unacc,cluster3
0.008547,0.98502,0.920362,0.9761,0.008769,0.833652,0.012494,0.998193,0.034983,0.900325,0.006079,0.962297,0.089537,0.8765,0.02299,acc,cluster3
0.008548,0.009384,0.920366,0.9761,0.008769,0.833682,0.012496,0.998192,0.034985,0.900332,0.006079,0.962301,0.089527,0.87649,0.183981,vgood,cluster3
0.985327,0.724063,0.02851,0.97611,0.008768,0.967971,0.709874,0.998193,0.932264,0.020685,0.006078,0.063525,0.089542,0.014592,0.990778,unacc,cluster1
0.985326,0.985023,0.028508,0.976109,0.008768,0.967968,0.709842,0.998193,0.932263,0.020686,0.006077,0.063525,0.089551,0.014592,0.022989,unacc,cluster1
0.985328,0.009386,0.02851,0.97611,0.008769,0.967975,0.709872,0.998193,0.932267,0.020688,0.006077,0.063531,0.089542,0.014591,0.183971,unacc,cluster1
0.985325,0.724042,0.028515,0.976109,0.00877,0.967969,0.990135,0.998193,0.93227,0.020687,0.006078,0.06352,0.089555,0.982151,0.990777,unacc,cluster1
0.985325,0.985021,0.028513,0.976109,0.00877,0.967967,0.990134,0.998193,0.932269,0.020687,0.006077,0.06352,0.089564,0.982152,0.022986,unacc,cluster1
0.985326,0.009385,0.028514,0.976109,0.00877,0.967973,0.990135,0.998193,0.932273,0.020689,0.006077,0.063527,0.089555,0.98215,0.183953,unacc,cluster1
0.985326,0.724032,0.028511,0.976109,0.008769,0.967972,0.012494,0.998193,0.932267,0.020687,0.006078,0.063522,0.089546,0.876506,0.990779,unacc,cluster1
0.985326,0.985021,0.028509,0.976108,0.008769,0.967969,0.012492,0.998193,0.932266,0.020688,0.006077,0.063522,0.089555,0.876507,0.022991,unacc,cluster1
0.985327,0.009385,0.028511,0.976109,0.00877,0.967976,0.012494,0.998193,0.93227,0.020689,0.006077,0.063529,0.089546,0.876497,0.183984,unacc,cluster1
0.675937,0.724038,0.028506,0.976112,0.008766,0.007846,0.709862,0.998193,0.932268,0.020685,0.006077,0.063526,0.089544,0.014592,0.990778,unacc,cluster1
0.675934,0.985021,0.028504,0.976111,0.008766,0.007845,0.70983,0.998193,0.932267,0.020686,0.006076,0.063526,0.089553,0.014592,0.022988,acc,cluster1
0.675955,0.009385,0.028505,0.976112,0.008767,0.007847,0.70986,0.998193,0.932271,0.020687,0.006076,0.063533,0.089543,0.014591,0.183968,good,cluster1
0.675917,0.724017,0.02851,0.976111,0.008767,0.007845,0.990135,0.998193,0.932274,0.020686,0.006077,0.063521,0.089556,0.982152,0.990777,unacc,cluster1
0.675913,0.985019,0.028508,0.976111,0.008767,0.007845,0.990133,0.998193,0.932273,0.020687,0.006076,0.063521,0.089566,0.982152,0.022986,acc,cluster1
0.675935,0.009384,0.02851,0.976111,0.008768,0.007846,0.990135,0.998193,0.932277,0.020689,0.006076,0.063528,0.089556,0.98215,0.183951,good,cluster1
0.675929,0.724007,0.028507,0.976111,0.008767,0.007846,0.012493,0.998193,0.932271,0.020687,0.006077,0.063523,0.089547,0.876507,0.990779,unacc,cluster1
0.675925,0.985019,0.028505,0.97611,0.008767,0.007845,0.012492,0.998193,0.93227,0.020687,0.006076,0.063524,0.089557,0.876508,0.02299,good,cluster1
0.675947,0.009383,0.028506,0.976111,0.008768,0.007847,0.012493,0.998193,0.932274,0.020689,0.006076,0.06353,0.089547,0.876498,0.183981,vgood,cluster1
0.008548,0.724046,0.028505,0.976107,0.008767,0.83365,0.709878,0.998193,0.932257,0.020683,0.006078,0.063526,0.089538,0.014592,0.990778,unacc,cluster1
0.008548,0.985022,0.028503,0.976106,0.008767,0.83364,0.709845,0.998193,0.932256,0.020684,0.006077,0.063526,0.089547,0.014592,0.022988,unacc,cluster1
0.008549,0.009385,0.028504,0.976107,0.008768,0.833669,0.709876,0.998193,0.93226,0.020686,0.006077,0.063532,0.089538,0.01459,0.183968,unacc,cluster1
0.008547,0.724025,0.02851,0.976106,0.008768,0.833642,0.990135,0.998193,0.932263,0.020685,0.006078,0.063521,0.089551,0.982151,0.990777,unacc,cluster1
